uniq_region,urban,age_s,prev,sens,spec
NG6_South East,Urban,-1.4437876687209321,0.0845,0.79725,0.05975
NG6_South South,Urban,-1.4437876687209321,0.09075,0.74325,0.12825
NG6_South West,Urban,-1.4437876687209321,0.108,0.80925,0.06775
NG6_North Central,Rural,-0.5406966535852056,0.51325,0.73975,0.1835
NG6_North East,Rural,-0.5406966535852056,0.2715,0.853,0.21575
NG6_North West,Rural,-0.5406966535852056,0.40275,0.822,0.333
NG6_South East,Rural,-0.5406966535852056,0.27675,0.8815,0.15025
NG6_South South,Rural,-0.5406966535852056,0.34575,0.859,0.367
NG6_South West,Rural,-0.5406966535852056,0.4125,0.8965,0.236
NG6_North Central,Urban,-0.5406966535852056,0.124,0.5865,0.08275
NG6_North East,Urban,-0.5406966535852056,0.112,0.72475,0.10625
NG6_North West,Urban,-0.5406966535852056,0.134,0.67,0.134
NG6_South East,Urban,-0.5406966535852056,0.123,0.792,0.078
NG6_South South,Urban,-0.5406966535852056,0.112,0.737,0.162
NG6_South West,Urban,-0.5406966535852056,0.1295,0.81725,0.088
NG6_North Central,Rural,1.0074593723617544,0.65425,0.77925,0.2605
NG6_North East,Rural,1.0074593723617544,0.377,0.85725,0.28675
NG6_North West,Rural,1.0074593723617544,0.53075,0.84325,0.4225
NG6_South East,Rural,1.0074593723617544,0.38875,0.88225,0.22475
NG6_South South,Rural,1.0074593723617544,0.45925,0.87,0.45
NG6_South West,Rural,1.0074593723617544,0.541,0.906,0.3165
NG6_North Central,Urban,1.0074593723617544,0.1925,0.59475,0.12475
NG6_North East,Urban,1.0074593723617544,0.17025,0.733,0.15825
NG6_North West,Urban,1.0074593723617544,0.18875,0.689,0.18725
NG6_South East,Urban,1.0074593723617544,0.171,0.78575,0.1045
NG6_South South,Urban,1.0074593723617544,0.17825,0.74925,0.20925
NG6_South West,Urban,1.0074593723617544,0.205,0.8245,0.13475
NG6_North Central,Rural,1.5880178820918645,0.6995,0.773,0.29625
NG6_North East,Rural,1.5880178820918645,0.40275,0.86775,0.34675
NG6_North West,Rural,1.5880178820918645,0.5655,0.84725,0.44175
NG6_South East,Rural,1.5880178820918645,0.44325,0.88625,0.256
NG6_South South,Rural,1.5880178820918645,0.48925,0.87025,0.4985
NG6_South West,Rural,1.5880178820918645,0.57575,0.90925,0.353
NG6_North Central,Urban,1.5880178820918645,0.2295,0.62475,0.1345
NG6_North East,Urban,1.5880178820918645,0.19925,0.727,0.1735
NG6_North West,Urban,1.5880178820918645,0.22825,0.698,0.207
NG6_South East,Urban,1.5880178820918645,0.21825,0.7895,0.129
NG6_South South,Urban,1.5880178820918645,0.2095,0.7415,0.2325
NG6_South West,Urban,1.5880178820918645,0.245,0.826,0.15
NG6_North Central,Rural,-0.15365764709846555,0.5395,0.76,0.199
NG6_North East,Rural,-0.15365764709846555,0.2935,0.86475,0.22575
NG6_North West,Rural,-0.15365764709846555,0.44225,0.82825,0.341
NG6_South East,Rural,-0.15365764709846555,0.31075,0.89125,0.18075
NG6_South South,Rural,-0.15365764709846555,0.367,0.86125,0.38425
NG6_South West,Rural,-0.15365764709846555,0.438,0.89175,0.259
NG6_North Central,Urban,-0.15365764709846555,0.1345,0.59225,0.09375
NG6_North East,Urban,-0.15365764709846555,0.129,0.7265,0.12275
NG6_North West,Urban,-0.15365764709846555,0.1505,0.68375,0.15575
NG6_South East,Urban,-0.15365764709846555,0.1325,0.799,0.07925
NG6_South South,Urban,-0.15365764709846555,0.134,0.75175,0.16425
NG6_South West,Urban,-0.15365764709846555,0.13925,0.81075,0.095
NG6_North Central,Rural,-0.15365764709846555,0.54775,0.75575,0.215
NG6_North East,Rural,-0.15365764709846555,0.283,0.8555,0.23375
NG6_North West,Rural,-0.15365764709846555,0.4405,0.82275,0.3335
NG6_South East,Rural,-0.15365764709846555,0.31975,0.886,0.17175
NG6_South South,Rural,-0.15365764709846555,0.36225,0.86225,0.38975
NG6_South West,Rural,-0.15365764709846555,0.445,0.903,0.25
NG6_North Central,Urban,-0.15365764709846555,0.14925,0.586,0.1015
NG6_North East,Urban,-0.15365764709846555,0.121,0.733,0.118
NG6_North West,Urban,-0.15365764709846555,0.15975,0.676,0.1555
NG6_South East,Urban,-0.15365764709846555,0.13175,0.78975,0.0895
NG6_South South,Urban,-0.15365764709846555,0.1415,0.74225,0.16625
NG6_South West,Urban,-0.15365764709846555,0.153,0.82425,0.099
NG6_North Central,Rural,1.6525243831729877,0.68825,0.77625,0.30125
NG6_North East,Rural,1.6525243831729877,0.4285,0.858,0.332
NG6_North West,Rural,1.6525243831729877,0.57375,0.8415,0.44025
NG6_South East,Rural,1.6525243831729877,0.44925,0.88175,0.25975
NG6_South South,Rural,1.6525243831729877,0.49675,0.87675,0.494
NG6_South West,Rural,1.6525243831729877,0.59925,0.898,0.35275
NG6_North Central,Urban,1.6525243831729877,0.245,0.6205,0.14375
NG6_North East,Urban,1.6525243831729877,0.20975,0.72075,0.17725
NG6_North West,Urban,1.6525243831729877,0.22725,0.69675,0.2255
NG6_South East,Urban,1.6525243831729877,0.217,0.77825,0.13475
NG6_South South,Urban,1.6525243831729877,0.213,0.74975,0.2495
NG6_South West,Urban,1.6525243831729877,0.242,0.82225,0.15275
NG6_North Central,Rural,0.7494333680372611,0.6255,0.76175,0.2415
NG6_North East,Rural,0.7494333680372611,0.34225,0.8635,0.28525
NG6_North West,Rural,0.7494333680372611,0.51125,0.8365,0.3965
NG6_South East,Rural,0.7494333680372611,0.38575,0.88475,0.21775
NG6_South South,Rural,0.7494333680372611,0.43625,0.878,0.436
NG6_South West,Rural,0.7494333680372611,0.518,0.9045,0.3135
NG6_North Central,Urban,0.7494333680372611,0.184,0.61275,0.12075
NG6_North East,Urban,0.7494333680372611,0.166,0.72775,0.14775
NG6_North West,Urban,0.7494333680372611,0.19275,0.69575,0.1885
NG6_South East,Urban,0.7494333680372611,0.18075,0.79275,0.10275
NG6_South South,Urban,0.7494333680372611,0.1855,0.731,0.19525
NG6_South West,Urban,0.7494333680372611,0.19,0.822,0.11975
NG6_North Central,Rural,-0.5406966535852056,0.52475,0.7505,0.18775
NG6_North East,Rural,-0.5406966535852056,0.2655,0.8565,0.2235
NG6_North West,Rural,-0.5406966535852056,0.39275,0.8215,0.3245
NG6_South East,Rural,-0.5406966535852056,0.298,0.8825,0.154
NG6_South South,Rural,-0.5406966535852056,0.33475,0.86325,0.3595
NG6_South West,Rural,-0.5406966535852056,0.4135,0.88775,0.23975
NG6_North Central,Urban,-0.5406966535852056,0.12525,0.58275,0.07875
NG6_North East,Urban,-0.5406966535852056,0.126,0.71125,0.09775
NG6_North West,Urban,-0.5406966535852056,0.141,0.6815,0.14525
NG6_South East,Urban,-0.5406966535852056,0.11825,0.78875,0.0715
NG6_South South,Urban,-0.5406966535852056,0.1125,0.73875,0.15775
NG6_South West,Urban,-0.5406966535852056,0.135,0.81925,0.101
NG6_North Central,Rural,-1.0567486622341922,0.466,0.7465,0.171
NG6_North East,Rural,-1.0567486622341922,0.246,0.843,0.1905
NG6_North West,Rural,-1.0567486622341922,0.37775,0.81875,0.29525
NG6_South East,Rural,-1.0567486622341922,0.255,0.8835,0.13925
NG6_South South,Rural,-1.0567486622341922,0.306,0.861,0.3375
NG6_South West,Rural,-1.0567486622341922,0.3665,0.89275,0.21125
NG6_North Central,Urban,-1.0567486622341922,0.098,0.568,0.08025
NG6_North East,Urban,-1.0567486622341922,0.1065,0.71125,0.08525
NG6_North West,Urban,-1.0567486622341922,0.116,0.67875,0.12025
NG6_South East,Urban,-1.0567486622341922,0.10125,0.7965,0.06675
NG6_South South,Urban,-1.0567486622341922,0.0975,0.73225,0.14225
NG6_South West,Urban,-1.0567486622341922,0.11175,0.821,0.07775
NG6_North Central,Rural,0.9429528712806311,0.63425,0.77125,0.2605
NG6_North East,Rural,0.9429528712806311,0.364,0.8725,0.29675
NG6_North West,Rural,0.9429528712806311,0.529,0.83025,0.4035
NG6_South East,Rural,0.9429528712806311,0.38675,0.8825,0.2025
NG6_South South,Rural,0.9429528712806311,0.45525,0.87425,0.45075
NG6_South West,Rural,0.9429528712806311,0.541,0.89725,0.3305
NG6_North Central,Urban,0.9429528712806311,0.1925,0.60825,0.1225
NG6_North East,Urban,0.9429528712806311,0.17575,0.726,0.146
NG6_North West,Urban,0.9429528712806311,0.188,0.68775,0.18175
NG6_South East,Urban,0.9429528712806311,0.17625,0.79025,0.128
NG6_South South,Urban,0.9429528712806311,0.17275,0.7235,0.20275
NG6_South West,Urban,0.9429528712806311,0.21,0.82925,0.137
NG6_North Central,Rural,-0.6052031546663289,0.498,0.7495,0.20225
NG6_North East,Rural,-0.6052031546663289,0.27375,0.8555,0.218
NG6_North West,Rural,-0.6052031546663289,0.4165,0.83,0.31275
NG6_South East,Rural,-0.6052031546663289,0.26825,0.889,0.14825
NG6_South South,Rural,-0.6052031546663289,0.32525,0.8735,0.35475
NG6_South West,Rural,-0.6052031546663289,0.3985,0.8955,0.238
NG6_North Central,Urban,-0.6052031546663289,0.12125,0.576,0.0865
NG6_North East,Urban,-0.6052031546663289,0.1115,0.7075,0.114
NG6_North West,Urban,-0.6052031546663289,0.12125,0.6675,0.1375
NG6_South East,Urban,-0.6052031546663289,0.11,0.7885,0.079
NG6_South South,Urban,-0.6052031546663289,0.107,0.71725,0.15125
NG6_South West,Urban,-0.6052031546663289,0.134,0.8075,0.0895
NG6_North Central,Rural,-1.5728006708831788,0.4345,0.72825,0.15325
NG6_North East,Rural,-1.5728006708831788,0.224,0.849,0.1655
NG6_North West,Rural,-1.5728006708831788,0.3335,0.81875,0.263
NG6_South East,Rural,-1.5728006708831788,0.21425,0.88925,0.124
NG6_South South,Rural,-1.5728006708831788,0.257,0.8645,0.32025
NG6_South West,Rural,-1.5728006708831788,0.3385,0.89175,0.1855
NG6_North Central,Urban,-1.5728006708831788,0.09225,0.552,0.07275
NG6_North East,Urban,-1.5728006708831788,0.09,0.702,0.0735
NG6_North West,Urban,-1.5728006708831788,0.10575,0.67,0.11125
NG6_South East,Urban,-1.5728006708831788,0.085,0.785,0.061
NG6_South South,Urban,-1.5728006708831788,0.087,0.73475,0.12725
NG6_South West,Urban,-1.5728006708831788,0.1015,0.81425,0.07375
NG6_North Central,Rural,1.717030884254111,0.70675,0.77475,0.30375
NG6_North East,Rural,1.717030884254111,0.4285,0.8665,0.34475
NG6_North West,Rural,1.717030884254111,0.581,0.8375,0.45175
NG6_South East,Rural,1.717030884254111,0.45675,0.8845,0.26
NG6_South South,Rural,1.717030884254111,0.51275,0.87775,0.4805
NG6_South West,Rural,1.717030884254111,0.595,0.905,0.35325
NG6_North Central,Urban,1.717030884254111,0.244,0.62525,0.1455
NG6_North East,Urban,1.717030884254111,0.213,0.72575,0.1905
NG6_North West,Urban,1.717030884254111,0.2465,0.69475,0.2105
NG6_South East,Urban,1.717030884254111,0.2145,0.7735,0.14
NG6_South South,Urban,1.717030884254111,0.2085,0.74575,0.24
NG6_South West,Urban,1.717030884254111,0.2375,0.82925,0.15725
NG6_North Central,Rural,-1.1857616643964388,0.46475,0.7345,0.16925
NG6_North East,Rural,-1.1857616643964388,0.2325,0.85025,0.182
NG6_North West,Rural,-1.1857616643964388,0.363,0.82225,0.28025
NG6_South East,Rural,-1.1857616643964388,0.24225,0.872,0.13425
NG6_South South,Rural,-1.1857616643964388,0.298,0.8615,0.3125
NG6_South West,Rural,-1.1857616643964388,0.36025,0.88575,0.216
NG6_North Central,Urban,-1.1857616643964388,0.10725,0.58075,0.06975
NG6_North East,Urban,-1.1857616643964388,0.09125,0.696,0.084
NG6_North West,Urban,-1.1857616643964388,0.11125,0.669,0.12175
NG6_South East,Urban,-1.1857616643964388,0.0915,0.779,0.06375
NG6_South South,Urban,-1.1857616643964388,0.095,0.73425,0.1405
NG6_South West,Urban,-1.1857616643964388,0.11425,0.813,0.08175
NG6_North Central,Rural,0.6849268669561378,0.627,0.75525,0.24975
NG6_North East,Rural,0.6849268669561378,0.36225,0.86225,0.27475
NG6_North West,Rural,0.6849268669561378,0.51025,0.82475,0.38725
NG6_South East,Rural,0.6849268669561378,0.37825,0.8795,0.1965
NG6_South South,Rural,0.6849268669561378,0.43425,0.8615,0.43425
NG6_South West,Rural,0.6849268669561378,0.51225,0.89975,0.31225
NG6_North Central,Urban,0.6849268669561378,0.1845,0.59825,0.11675
NG6_North East,Urban,0.6849268669561378,0.16475,0.722,0.15025
NG6_North West,Urban,0.6849268669561378,0.18,0.69,0.17375
NG6_South East,Urban,0.6849268669561378,0.16975,0.7815,0.11325
NG6_South South,Urban,0.6849268669561378,0.16625,0.756,0.1975
NG6_South West,Urban,0.6849268669561378,0.19725,0.82925,0.1215
NG6_North Central,Rural,-0.024644644936218884,0.576,0.751,0.21025
NG6_North East,Rural,-0.024644644936218884,0.314,0.85675,0.22675
NG6_North West,Rural,-0.024644644936218884,0.44225,0.8285,0.35225
NG6_South East,Rural,-0.024644644936218884,0.3125,0.8885,0.178
NG6_South South,Rural,-0.024644644936218884,0.3665,0.872,0.389
NG6_South West,Rural,-0.024644644936218884,0.45525,0.9005,0.26275
NG6_North Central,Urban,-0.024644644936218884,0.1425,0.601,0.0995
NG6_North East,Urban,-0.024644644936218884,0.131,0.714,0.1185
NG6_North West,Urban,-0.024644644936218884,0.15275,0.67925,0.155
NG6_South East,Urban,-0.024644644936218884,0.1325,0.788,0.094
NG6_South South,Urban,-0.024644644936218884,0.142,0.741,0.182
NG6_South West,Urban,-0.024644644936218884,0.15875,0.8265,0.107
NG6_North Central,Rural,0.9429528712806311,0.64325,0.75175,0.267
NG6_North East,Rural,0.9429528712806311,0.35175,0.861,0.31
NG6_North West,Rural,0.9429528712806311,0.5155,0.84375,0.40925
NG6_South East,Rural,0.9429528712806311,0.3815,0.87725,0.22475
NG6_South South,Rural,0.9429528712806311,0.4465,0.87875,0.46175
NG6_South West,Rural,0.9429528712806311,0.52125,0.899,0.31675
NG6_North Central,Urban,0.9429528712806311,0.19775,0.601,0.1355
NG6_North East,Urban,0.9429528712806311,0.168,0.71275,0.15425
NG6_North West,Urban,0.9429528712806311,0.19325,0.70125,0.1925
NG6_South East,Urban,0.9429528712806311,0.1845,0.779,0.11625
NG6_South South,Urban,0.9429528712806311,0.174,0.74975,0.21375
NG6_South West,Urban,0.9429528712806311,0.21375,0.824,0.13175
NG6_North Central,Rural,1.2009788756051245,0.66525,0.77075,0.27125
NG6_North East,Rural,1.2009788756051245,0.39975,0.85875,0.31725
NG6_North West,Rural,1.2009788756051245,0.5445,0.84325,0.41525
NG6_South East,Rural,1.2009788756051245,0.41625,0.887,0.2265
NG6_South South,Rural,1.2009788756051245,0.47475,0.86775,0.47675
NG6_South West,Rural,1.2009788756051245,0.56075,0.89875,0.33675
NG6_North Central,Urban,1.2009788756051245,0.217,0.62275,0.121
NG6_North East,Urban,1.2009788756051245,0.175,0.72,0.1585
NG6_North West,Urban,1.2009788756051245,0.2215,0.682,0.198
NG6_South East,Urban,1.2009788756051245,0.19325,0.7855,0.12125
NG6_South South,Urban,1.2009788756051245,0.1955,0.73925,0.213
NG6_South West,Urban,1.2009788756051245,0.22875,0.82975,0.12925
NG6_North Central,Rural,0.1688748583071511,0.5905,0.7565,0.22775
NG6_North East,Rural,0.1688748583071511,0.30525,0.8685,0.254
NG6_North West,Rural,0.1688748583071511,0.45475,0.827,0.35175
NG6_South East,Rural,0.1688748583071511,0.343,0.884,0.186
NG6_South South,Rural,0.1688748583071511,0.382,0.86075,0.4015
NG6_South West,Rural,0.1688748583071511,0.455,0.89875,0.2705
NG6_North Central,Urban,0.1688748583071511,0.1485,0.591,0.0975
NG6_North East,Urban,0.1688748583071511,0.1435,0.71275,0.118
NG6_North West,Urban,0.1688748583071511,0.15625,0.67825,0.15775
NG6_South East,Urban,0.1688748583071511,0.1405,0.78925,0.0895
NG6_South South,Urban,0.1688748583071511,0.15175,0.735,0.1785
NG6_South West,Urban,0.1688748583071511,0.177,0.82325,0.112
NG6_North Central,Rural,0.1688748583071511,0.58375,0.76575,0.218
NG6_North East,Rural,0.1688748583071511,0.30675,0.8615,0.25375
NG6_North West,Rural,0.1688748583071511,0.47525,0.83375,0.365
NG6_South East,Rural,0.1688748583071511,0.33925,0.879,0.17875
NG6_South South,Rural,0.1688748583071511,0.3835,0.8675,0.416
NG6_South West,Rural,0.1688748583071511,0.4795,0.8875,0.2685
NG6_North Central,Urban,0.1688748583071511,0.1645,0.5915,0.10325
NG6_North East,Urban,0.1688748583071511,0.1405,0.71275,0.12825
NG6_North West,Urban,0.1688748583071511,0.1615,0.69,0.16225
NG6_South East,Urban,0.1688748583071511,0.15325,0.78375,0.09225
NG6_South South,Urban,0.1688748583071511,0.14375,0.752,0.1785
NG6_South West,Urban,0.1688748583071511,0.1655,0.8225,0.10775
NG6_North Central,Rural,-0.34717715034183555,0.52525,0.758,0.1975
NG6_North East,Rural,-0.34717715034183555,0.29125,0.861,0.2275
NG6_North West,Rural,-0.34717715034183555,0.42975,0.82575,0.32225
NG6_South East,Rural,-0.34717715034183555,0.29175,0.8765,0.1555
NG6_South South,Rural,-0.34717715034183555,0.34975,0.86575,0.384
NG6_South West,Rural,-0.34717715034183555,0.422,0.8955,0.2445
NG6_North Central,Urban,-0.34717715034183555,0.1445,0.58225,0.089
NG6_North East,Urban,-0.34717715034183555,0.12325,0.723,0.10975
NG6_North West,Urban,-0.34717715034183555,0.14375,0.67725,0.1425
NG6_South East,Urban,-0.34717715034183555,0.1225,0.787,0.08425
NG6_South South,Urban,-0.34717715034183555,0.1135,0.73175,0.16025
NG6_South West,Urban,-0.34717715034183555,0.14225,0.8315,0.10075
NG6_North Central,Rural,-0.2826706492607122,0.53425,0.759,0.19375
NG6_North East,Rural,-0.2826706492607122,0.30775,0.8705,0.2225
NG6_North West,Rural,-0.2826706492607122,0.426,0.83625,0.3235
NG6_South East,Rural,-0.2826706492607122,0.3075,0.87925,0.1715
